query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
150.1118636,HMDB0032538,Triethanolamine,C06771,C6H15NO3,149.105193351,M+H,+,150.112469,4
278.0397214,HMDB0061311,4-Oxo Ticlopidine,n/a,C14H12ClNOS,277.032812408,M+H,+,278.040088,1
275.0588704,HMDB0059981,4-Hydroxy-5-(phenyl)-valeric acid-O-sulphate,n/a,C11H14O6S,274.05110887,M+H,+,275.058385,2
275.0588704,HMDB0151263,{3-hydroxy-2-[(4-methoxyphenyl)methylidene]propoxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0151268,{[3-(2-hydroxy-4-methoxyphenyl)-2-methylprop-2-en-1-yl]oxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0151271,{[3-(4-methoxyphenyl)-2-methyloxiran-2-yl]methoxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0152822,[4-(3-methoxyphenyl)-2-oxobutoxy]sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0163648,3-methyl-2-phenyl-4-(sulfooxy)butanoic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0163656,3-methyl-2-[4-(sulfooxy)phenyl]butanoic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0163659,3-methyl-2-[3-(sulfooxy)phenyl]butanoic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0164137,[4-(4-methoxyphenyl)-2-oxobutoxy]sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0164139,{[1-(4-methoxyphenyl)-3-oxobutan-2-yl]oxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0164141,[1-(4-methoxyphenyl)-3-oxobutoxy]sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0166271,"[2,6-dimethoxy-4-(prop-2-en-1-yl)phenyl]oxidanesulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0151259,{2-[(4-methoxyphenyl)methyl]-3-oxopropoxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0151256,[1-(4-methoxyphenyl)-2-methyl-3-oxopropoxy]sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0126242,"{[4-(2,6-dihydroxyphenyl)-2-methylbut-2-en-1-yl]oxy}sulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0126373,"{[(2E)-4-(2,6-dihydroxyphenyl)-2-methylbut-2-en-1-yl]oxy}sulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0132288,5-phenyl-4-(sulfooxy)pentanoic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0132295,5-[4-(sulfooxy)phenyl]pentanoic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0133253,"{[(2E)-4-(2,4-dihydroxyphenyl)-2-methylbut-2-en-1-yl]oxy}sulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0133255,"{[4-(2,4-dihydroxyphenyl)-2-methylbut-2-en-1-yl]oxy}sulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0133259,"[2,6-dihydroxy-3-(3-methylbut-2-en-1-yl)phenyl]oxidanesulfonic acid",n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0135676,[2-methoxy-4-(3-oxobutyl)phenyl]oxidanesulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0135698,[4-(3-hydroxybut-1-en-1-yl)-2-methoxyphenyl]oxidanesulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0135699,{[4-(4-hydroxy-3-methoxyphenyl)but-3-en-2-yl]oxy}sulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
275.0588704,HMDB0182841,{4-[(butanoyloxy)methyl]phenyl}oxidanesulfonic acid,n/a,C11H14O6S,274.051109345,M+H,+,275.058385,2
225.0815565,HMDB0033040,Propyl 1-(propylthio)propyl disulfide,n/a,C9H20S3,224.07271271,M+H,+,225.079989,7
220.1536043,HMDB0014563,Miglustat,n/a,C10H21NO4,219.147058165,M+H,+,220.154334,3
890.6488516,HMDB0004834,Galabiosylceramide (d18:1/18:0),C06126,C48H91NO13,889.649042003,M+H,+,890.656318,8
890.6488516,HMDB0011591,LacCer(d18:1/18:0),C01290,C48H91NO13,889.649042003,M+H,+,890.656318,8
220.1534204,HMDB0014563,Miglustat,n/a,C10H21NO4,219.147058165,M+H,+,220.154334,4
533.314863,HMDB0160884,"[(2S,15R)-4,5,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160890,"[(2R,15R)-5,8,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160894,"[(2S,15S)-9,13,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160895,"[(2S,15S)-5,13,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160885,"[(2S,15R)-4,5,9-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160896,"[(2S,15S)-5,9,13-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160899,"[(2R,15R)-9,16-dihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160900,"[(2R,15R)-5,16-dihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160901,"[(2R,15R)-5,9-dihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160904,"[(2S,15R)-9,16-dihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-15-(hydroxymethyl)-2-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160906,"[(2S,15R)-5,9-dihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-15-(hydroxymethyl)-2-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160889,"[(2R,15R)-8,9,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160891,"[(2R,15R)-5,8,9-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160883,"[(2S,15R)-4,9,16-trihydroxy-14-(6-hydroxy-6-methylheptan-2-yl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160880,"[(2S,15R)-14-(1,6-dihydroxy-6-methylheptan-2-yl)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160878,"[(2S,15R)-14-(1,6-dihydroxy-6-methylheptan-2-yl)-9,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160879,"[(2S,15R)-14-(1,6-dihydroxy-6-methylheptan-2-yl)-5,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160283,"[(1S,2S,7R,10R,11S,15R)-14-(4,6-dihydroxy-6-methylheptan-2-yl)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160281,"[(1S,2S,7S,10R,11S,15R)-14-(4,6-dihydroxy-6-methylheptan-2-yl)-9,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160193,"[(1S,2S,10R,11S,15R)-14-(5,6-dihydroxy-6-methylheptan-2-yl)-5,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-9-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0160194,"[(1S,2S,10R,11S,15R)-14-(5,6-dihydroxy-6-methylheptan-2-yl)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0159412,"[(1S,2S,7S,10R,15R)-14-(4,6-dihydroxy-6-methylheptan-2-yl)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-16-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
533.314863,HMDB0159410,"[(1S,2S,7R,10R,15R)-14-(4,6-dihydroxy-6-methylheptan-2-yl)-9,16-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxidanesulfonic acid",n/a,C27H48O8S,532.30698968,M+H,+,533.314266,1
