query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
521.2837281,HMDB0186727,"3,4,5-trihydroxy-6-{[(2R,17S,18S)-11-hydroxy-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-17-yl]oxy}oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0187482,"6-[(1S,2R,10R,13R,14S,17S,18S)-9,17-dihydroxy-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4(8),5-dien-7-yl]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186930,"6-[(1S,2S,10S,13R,14S,17R,18S)-16,17-dihydroxy-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4(8),5-dien-7-yl]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186733,"3,4,5-trihydroxy-6-{[(2S,17S,18S)-18-(hydroxymethyl)-2,17-dimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-17-yl]oxy}oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186734,"3,4,5-trihydroxy-6-[(2S,17S,18S)-17-hydroxy-17-(hydroxymethyl)-2,18-dimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-6-yl]oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186732,"3,4,5-trihydroxy-6-[(2S,17S,18S)-17-hydroxy-18-(hydroxymethyl)-2,17-dimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-6-yl]oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186729,"3,4,5-trihydroxy-6-{[(2S,17R,18S)-16-hydroxy-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-17-yl]oxy}oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186730,"3,4,5-trihydroxy-6-[(2R,17S,18S)-17-hydroxy-2-(hydroxymethyl)-17,18-dimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-6-yl]oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186728,"6-[(2S,17R,18S)-16,17-dihydroxy-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-6-yl]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
521.2837281,HMDB0186731,"3,4,5-trihydroxy-6-{[(2R,17S,18S)-2-(hydroxymethyl)-17,18-dimethyl-6,7-diazapentacyclo[11.7.0.0²,¹⁰.0⁴,⁸.0¹⁴,¹⁸]icosa-4,7-dien-17-yl]oxy}oxane-2-carboxylic acid",n/a,C27H40N2O8,520.278466256,M+H,+,521.285742,4
