query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
263.051646,HMDB0060011,N-acetyl-S-(N-allylthiocarbamoyl)-L-cysteine,n/a,C9H14N2O3S2,262.044583704,M+H,+,263.05186,1
263.051646,HMDB0001530,Mannitol 1-phosphate,C00644,C6H15O9P,262.04536859,M+H,+,263.052645,4
263.051646,HMDB0005831,Sorbitol-6-phosphate,C02810,C6H15O9P,262.04536859,M+H,+,263.052645,4
263.051646,HMDB0062530,D-glucitol 3-phosphate,n/a,C6H15O9P,262.045369061,M+H,+,263.052645,4
396.0727032,HMDB0061327,Methyl-thioguanosine monophosphate,n/a,C11H18N5O7PS,395.066455157,M+H,+,396.073731,3
396.0727032,HMDB0137047,"(2E)-N-{2-[4-(sulfooxy)phenyl]ethyl}-3-(2,4,5-trihydroxyphenyl)prop-2-enimidic acid",n/a,C17H17NO8S,395.067487685,M+H,+,396.074764,5
396.0727032,HMDB0137041,3-[4-hydroxy-3-(sulfooxy)phenyl]-N-[2-(4-hydroxyphenyl)ethyl]oxirane-2-carboximidic acid,n/a,C17H17NO8S,395.067487685,M+H,+,396.074764,5
396.0727032,HMDB0136435,"3-(3,4-dihydroxyphenyl)-N-[2-(4-hydroxyphenyl)-2-(sulfooxy)ethyl]prop-2-enimidic acid",n/a,C17H17NO8S,395.067487685,M+H,+,396.074764,5
396.0727032,HMDB0136434,N-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-3-[4-hydroxy-3-(sulfooxy)phenyl]prop-2-enimidic acid,n/a,C17H17NO8S,395.067487685,M+H,+,396.074764,5
396.0727032,HMDB0136374,(2Z)-2-hydroxy-3-(4-hydroxyphenyl)-N-[2-(4-hydroxyphenyl)-2-(sulfooxy)ethyl]prop-2-enimidic acid,n/a,C17H17NO8S,395.067487685,M+H,+,396.074764,5
