query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
178.0490121,HMDB0015470,Salicylate-sodium,C07587,C7H5NaO3,160.013638701,M+NH4,+,178.047462,9
385.0873975,HMDB0038486,Tetraphyllin B sulfate,n/a,C12H17NO10S,367.057316459,M+NH4,+,385.091139,10
305.076149,HMDB0060834,N-Acetylserotonin sulfate,n/a,C12H14N2O5S,298.062342258,M+Li,+,305.078342,7
275.0697902,HMDB0000575,DL-Homocystine,C01817,C8H16N2O4S2,268.05514839,M+Li,+,275.071148,5
275.0697902,HMDB0000676,L-Homocystine,C01817,C8H16N2O4S2,268.05514839,M+Li,+,275.071148,5
483.118316,HMDB0162692,"(2-{16,17-dimethoxy-5,7-dioxa-13λ⁵-azapentacyclo[11.8.0.0²,¹⁰.0⁴,⁸.0¹⁵,²⁰]henicosa-1(13),2,4(8),9,15,18,20-heptaen-13-yl}-2-oxoethoxy)sulfonic acid",n/a,C22H22NO9S,476.101527466,M+Li,+,483.117527,2
483.118316,HMDB0162690,"{13-acetyl-16,17-dimethoxy-5,7-dioxa-13λ⁵-azapentacyclo[11.8.0.0²,¹⁰.0⁴,⁸.0¹⁵,²⁰]henicosa-1(13),2,4(8),9,15,18,20-heptaen-11-yl}oxidanesulfonic acid",n/a,C22H22NO9S,476.101527466,M+Li,+,483.117527,2
483.118316,HMDB0165023,"(1-{[2-(acetyloxy)-3-methylbutanoyl]oxy}-4-[(acetyloxy)methyl]-6,7a-dihydro-1H-spiro[cyclopenta[c]pyran-7,2'-oxirane]-6-yl)oxidanesulfonic acid",n/a,C19H24O12S,476.098847387,M+Li,+,483.114847,7
483.118316,HMDB0038410,Glucohesperalin,n/a,C14H27NO10S3,465.079708159,M+NH4,+,483.113531,10
1441.67915,HMDB0031443,N-Dodecane,C08374,C64H106O35,1434.651465162,M+Li,+,1441.667465,8
612.1652532,HMDB0154395,"4-[2-(3,5-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",n/a,C30H26O13,594.137340897,M+NH4,+,612.171164,10
612.1652532,HMDB0154394,"2-(3,5-dihydroxyphenyl)-4-[3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-8-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",n/a,C30H26O13,594.137340897,M+NH4,+,612.171164,10
612.1652532,HMDB0152174,"4-(5-hydroxy-4-oxo-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-2-yl)phenyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",n/a,C30H26O13,594.137340897,M+NH4,+,612.171164,10
612.1652532,HMDB0127484,"6-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate",n/a,C30H26O13,594.137340897,M+NH4,+,612.171164,10
612.1652532,HMDB0240322,Kaempferol 3-(p-coumaroyl-glucoside),C17140,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0040473,7-O-(4-Hydroxycinnamoyl) astragalin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0038766,2''-O-trans-p-Coumaroylastragalin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0040689,6''-O-p-Coumaroyltrifolin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0037345,3''-O-Caffeoylcosmosiin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0037653,Gallocatechin-(4alpha->8)-epicatechin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0037348,Piperitoside,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0037651,Epigallocatechin-(4beta->8)-catechin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0036303,Epicatechin-(4beta->8)-gallocatechin,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
612.1652532,HMDB0040477,Buddlenoid A,n/a,C30H26O13,594.137340918,M+NH4,+,612.171164,10
634.1363087,HMDB0033593,6''-O-Galloylquercimeritrin,n/a,C28H24O16,616.10643472,M+NH4,+,634.140258,6
634.1363087,HMDB0037367,Quercetin 3-(2-galloylglucoside),n/a,C28H24O16,616.10643472,M+NH4,+,634.140258,6
400.1239647,HMDB0036377,7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-carboxylic acid 7-glucoside,n/a,C17H18O10,382.089996796,M+NH4,+,400.12382,0
400.1239647,HMDB0181543,"3,4,5-trihydroxy-6-[(1,5,8-trihydroxy-3-methylnaphthalen-2-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181544,"3,4,5-trihydroxy-6-[(2,5,8-trihydroxy-3-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181545,"3,4,5-trihydroxy-6-[(4,7,8-trihydroxy-6-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181547,"3,4,5-trihydroxy-6-[(1,4,8-trihydroxy-6-methylnaphthalen-2-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181549,"3,4,5-trihydroxy-6-[(2,4,8-trihydroxy-6-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181546,"3,4,5-trihydroxy-6-[(4,5,6-trihydroxy-7-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181548,"3,4,5-trihydroxy-6-[(5,7,8-trihydroxy-3-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181551,"3,4,5-trihydroxy-6-[(1,4,5-trihydroxy-7-methylnaphthalen-2-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181552,"3,4,5-trihydroxy-6-[(5,6,8-trihydroxy-3-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181550,"3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-7-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181553,"3,4,5-trihydroxy-6-[(3,4,8-trihydroxy-6-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181557,"6-{[4,5-dihydroxy-7-(hydroxymethyl)naphthalen-1-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181556,"6-{[4,8-dihydroxy-6-(hydroxymethyl)naphthalen-1-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181554,"3,4,5-trihydroxy-6-[(2,4,5-trihydroxy-7-methylnaphthalen-1-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0136790,"3,4,5-trihydroxy-6-[(7-methoxy-6-methyl-2-oxo-2H-chromen-5-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0136789,"3,4,5-trihydroxy-6-[(7-methoxy-6-methyl-2-oxo-2H-chromen-8-yl)oxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0181555,"6-{[5,8-dihydroxy-3-(hydroxymethyl)naphthalen-1-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0129397,"6-[(5-acetyl-4-methoxy-1-benzofuran-6-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
400.1239647,HMDB0136787,"3,4,5-trihydroxy-6-[(7-methoxy-2-oxo-2H-chromen-6-yl)methoxy]oxane-2-carboxylic acid",n/a,C17H18O10,382.08999678,M+NH4,+,400.12382,0
387.1113214,HMDB0005008,Lansoprazole,C01594,C16H14F3N3O2S,369.075882012,M+NH4,+,387.109705,4
387.1113214,HMDB0158104,"[(15S)-8-hydroxy-15-methyl-13,14-dioxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-2(7),3,5-trien-5-yl]oxidanesulfonic acid",n/a,C18H20O7S,380.092974158,M+Li,+,387.108974,6
