query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
608.0858056,HMDB0060522,UDP-N-acetyl-alpha-D-galactosamine,n/a,C17H27N3O17P2,607.081569477,M+H,+,608.088845,5
608.0858056,HMDB0000290,Uridine diphosphate-N-acetylglucosamine,C00043,C17H27N3O17P2,607.081569477,M+H,+,608.088845,5
608.0858056,HMDB0062760,Uridine diphosphate-N-acetylgalactosamine,n/a,C17H27N3O17P2,607.081569477,M+H,+,608.088845,5
608.0858056,HMDB0000304,Uridine diphosphate-N-acetylgalactosamine,n/a,C17H27N3O17P2,607.081569477,M+H,+,608.088845,5
608.0858056,HMDB0013112,UDP-N-acetyl-D-mannosamine,C01170,C17H27N3O17P2,607.081569477,M+H,+,608.088845,5
178.0490121,HMDB0040612,4-Acetyl-2(3H)-benzoxazolone,n/a,C9H7NO3,177.042593095,M+H,+,178.049869,5
178.0490121,HMDB0134932,6-hydroxy-1H-indole-3-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0134933,7-hydroxy-1H-indole-3-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0134934,4-hydroxy-1H-indole-3-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0161248,6-hydroxy-1H-indole-2-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0161250,4-Hydroxy-1H-indole-2-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0161247,21598-06-1,n/a,C9H7NO3,177.042593095,M+H,+,178.049869,5
178.0490121,HMDB0134931,5-hydroxy-1H-indole-3-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
178.0490121,HMDB0161249,7-Hydroxyindole-2-carboxylic acid,n/a,C9H7NO3,177.042593089,M+H,+,178.049869,5
681.1936769,HMDB0125601,"6-{4-[(1E)-3-[(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methoxy]-3-oxoprop-1-en-1-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C27H36O20,680.179993559,M+H,+,681.18727,9
681.1936769,HMDB0125602,"6-{5-[(1E)-3-[(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methoxy]-3-oxoprop-1-en-1-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C27H36O20,680.179993559,M+H,+,681.18727,9
336.0633091,HMDB0156022,"3-carbamimidamido-6-[2-(sulfooxy)propanoyl]-4,5-dihydropyrazine-2-carboxylic acid",n/a,C9H13N5O7S,335.053568953,M+H,+,336.060845,7
336.0633091,HMDB0159281,"3-carbamimidamido-6-[2-hydroxy-1-(sulfooxy)propyl]-3,4-dihydropyrazine-2-carboxylic acid",n/a,C9H13N5O7S,335.053568953,M+H,+,336.060845,7
336.0633091,HMDB0159282,"3-carbamimidamido-6-[1-hydroxy-2-(sulfooxy)propyl]-3,4-dihydropyrazine-2-carboxylic acid",n/a,C9H13N5O7S,335.053568953,M+H,+,336.060845,7
385.0873975,HMDB0167828,1-(3-carboxy-3-{[3-carboxy-3-(sulfooxy)propyl]amino}propyl)azetidine-2-carboxylic acid,n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181339,"{2,3,4-trihydroxy-4-[6-(2,3,4-trihydroxybutyl)pyrazin-2-yl]butoxy}sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181340,"{2,3-dihydroxy-4-[6-(1,2,3,4-tetrahydroxybutyl)pyrazin-2-yl]butoxy}sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181341,"({1,3,4-trihydroxy-4-[6-(2,3,4-trihydroxybutyl)pyrazin-2-yl]butan-2-yl}oxy)sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181343,"{2,3,4-trihydroxy-1-[6-(2,3,4-trihydroxybutyl)pyrazin-2-yl]butoxy}sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181342,"({1,3,4-trihydroxy-1-[6-(2,3,4-trihydroxybutyl)pyrazin-2-yl]butan-2-yl}oxy)sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181345,"({1,3-dihydroxy-4-[6-(1,2,3,4-tetrahydroxybutyl)pyrazin-2-yl]butan-2-yl}oxy)sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
385.0873975,HMDB0181344,"({3,4-dihydroxy-1-[6-(1,2,3,4-tetrahydroxybutyl)pyrazin-2-yl]butan-2-yl}oxy)sulfonic acid",n/a,C12H20N2O10S,384.083866026,M+H,+,385.091142,10
244.0592559,HMDB0062185,1-Alkyl-2-acylglycerophosphoethanolamine,n/a,C6H14NO7P,243.050788793,M+H,+,244.058065,5
275.0697902,HMDB0041120,"4-Phenyl-1H,3H-naphtho[1,8-cd]pyran-1,3-dione",n/a,C18H10O3,274.062994186,M+H,+,275.07027,2
483.118316,HMDB0144156,"(12aS)-7-chloro-4-(dimethylamino)-4,6,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144164,"(12aR)-7-chloro-4-(dimethylamino)-3,6,9,10,12a-pentahydroxy-1,11,12-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144166,"(12aS)-7-chloro-4-(dimethylamino)-6,9,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144174,"(12aR)-7-chloro-4-(dimethylamino)-3,6,8,10,12a-pentahydroxy-1,11,12-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144176,"(12aS)-7-chloro-4-(dimethylamino)-6,8,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144204,"(12aR)-7-chloro-4-(dimethylamino)-3,5,6,10,12a-pentahydroxy-1,11,12-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144206,"(12aS)-7-chloro-4-(dimethylamino)-5,6,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144214,"(12aR)-7-chloro-4-(dimethylamino)-3,4a,6,10,12a-pentahydroxy-1,11,12-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144216,"(12aR)-7-chloro-4-(dimethylamino)-4a,6,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144224,"(12aR)-7-chloro-4-(dimethylamino)-3,5a,6,10,12a-pentahydroxy-1,11,12-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144226,"(12aS)-7-chloro-4-(dimethylamino)-5a,6,10,12,12a-pentahydroxy-1,3,11-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracene-2-carboximidic acid",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
483.118316,HMDB0144245,"N-[(4aR)-10-chloro-2,4a,7,11-tetrahydroxy-3-(C-hydroxycarbonimidoyl)-4,5,6-trioxo-1,2,3,4,4a,5,5a,6,11,11a,12,12a-dodecahydrotetracen-1-yl]-N-methylmethanamine oxide",n/a,C21H23ClN2O9,482.109208,M+H,+,483.116484,4
