query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
802.1563919,HMDB0011612,6-Hydroxy flavin adenine dinucleotide,n/a,C27H33N9O16P2,801.152049077,M+H,+,802.159325,4
802.1563919,HMDB0143256,"2,2,2-trifluoro-N-[2-methylidene-3-(sulfooxy)-6-{[(3S)-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-3-[2-(pentanoyloxy)acetyl]-1,2,3,4,6,11-hexahydrotetracen-1-yl]oxy}oxan-4-yl]ethanimidic acid",n/a,C34H34F3NO16S,801.155039682,M+H,+,802.162316,7
802.1563919,HMDB0143259,"2,2,2-trifluoro-N-[2-methyl-3-(sulfooxy)-6-{[(3S)-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-3-[2-(pent-4-enoyloxy)acetyl]-1,2,3,4,6,11-hexahydrotetracen-1-yl]oxy}oxan-4-yl]ethanimidic acid",n/a,C34H34F3NO16S,801.155039682,M+H,+,802.162316,7
271.113045,HMDB0015256,Tolbutamide,C07148,C12H18N2O3S,270.103813142,M+H,+,271.111089,7
185.1059302,HMDB0041835,Benzidine,C16444,C12H12N2,184.100048394,M+H,+,185.107324,8
185.1059302,HMDB0029834,Harmalan,n/a,C12H12N2,184.100048394,M+H,+,185.107324,8
560.1416751,HMDB0153629,"6-({4-[(2-aminoethyl)sulfanyl]-2-(1,3-dihydroxy-4-oxocyclohex-2-en-1-yl)-3,5-dihydroxy-3,4-dihydro-2H-1-benzopyran-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C23H29NO13S,559.135961172,M+H,+,560.143237,3
560.1416751,HMDB0153628,"6-({4-[(2-aminoethyl)sulfanyl]-2-(1,3-dihydroxy-4-oxocyclohex-2-en-1-yl)-3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-5-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C23H29NO13S,559.135961172,M+H,+,560.143237,3
560.1416751,HMDB0153633,"6-({4-[(2-aminoethyl)sulfanyl]-2-(1,5-dihydroxy-4-oxocyclohex-2-en-1-yl)-3,5-dihydroxy-3,4-dihydro-2H-1-benzopyran-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C23H29NO13S,559.135961172,M+H,+,560.143237,3
560.1416751,HMDB0153632,"6-({4-[(2-aminoethyl)sulfanyl]-2-(1,5-dihydroxy-4-oxocyclohex-2-en-1-yl)-3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-5-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C23H29NO13S,559.135961172,M+H,+,560.143237,3
560.1416751,HMDB0160051,"2-{[9-(5-{[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]methyl}-3,4-dihydroxyoxolan-2-yl)-9H-purin-6-yl]amino}butanedioic acid",n/a,C20H25N5O14,559.139800505,M+H,+,560.147077,10
