query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
208.1538901,HMDB0169419,"1-(4,6-diethyl-1,3,5-trioxan-2-yl)ethan-1-ol",n/a,C9H18O4,190.12050906,M+NH4,+,208.154332,2
208.1538901,HMDB0163757,"3,5-dihydroxy-6-methyloctanoic acid",n/a,C9H18O4,190.12050906,M+NH4,+,208.154332,2
208.1538901,HMDB0169420,"2-(4,6-diethyl-1,3,5-trioxan-2-yl)ethan-1-ol",n/a,C9H18O4,190.12050906,M+NH4,+,208.154332,2
208.1538901,HMDB0000832,Capryloylglycine,n/a,C10H19NO3,201.136493479,M+Li,+,208.152493,7
208.1538901,HMDB0059745,N-Acetylaminooctanoic acid,n/a,C10H19NO3,201.136493479,M+Li,+,208.152493,7
208.1538901,HMDB0013116,Valproylglycine,n/a,C10H19NO3,201.136493479,M+Li,+,208.152493,7
208.1538901,HMDB0041540,N-(5-Methyl-3-oxohexyl)alanine,n/a,C10H19NO3,201.136493479,M+Li,+,208.152493,7
323.0864548,HMDB0062734,2-S-cysteinyl-DOPA,n/a,C12H16N2O6S,316.072907417,M+Li,+,323.088907,8
276.2165921,HMDB0000872,Tetradecanedioic acid,n/a,C14H26O4,258.18310932,M+NH4,+,276.216932,1
276.2165921,HMDB0176328,4-hydroxy-3-oxotetradecanoic acid,n/a,C14H26O4,258.183109317,M+NH4,+,276.216932,1
276.2165921,HMDB0041618,Diisobutyl adipate,C14260,C14H26O4,258.183109317,M+NH4,+,276.216932,1
276.2165921,HMDB0176326,14-hydroxy-3-oxotetradecanoic acid,n/a,C14H26O4,258.183109317,M+NH4,+,276.216932,1
276.2165921,HMDB0176327,SCHEMBL8201086,n/a,C14H26O4,258.183109317,M+NH4,+,276.216932,1
276.2165921,HMDB0176325,13-hydroxy-3-oxotetradecanoic acid,n/a,C14H26O4,258.183109317,M+NH4,+,276.216932,1
276.2165921,HMDB0040429,Diethyl decanedioate,n/a,C14H26O4,258.18310932,M+NH4,+,276.216932,1
276.2165921,HMDB0059947,1-Hydroxypropan-2-yl 2-isopropyl-5-methylcyclohexyl carbonate,n/a,C14H26O4,258.18310932,M+NH4,+,276.216932,1
276.2165921,HMDB0059946,2-Hydroxypropyl 2-isopropyl-5-methylcyclohexyl carbonate,n/a,C14H26O4,258.18310932,M+NH4,+,276.216932,1
276.2165921,HMDB0032255,N-[(Ethoxycarbonyl)methyl)-p-menthane-3-carboxamide,n/a,C15H27NO3,269.199093735,M+Li,+,276.215094,5
246.1315879,HMDB0032496,Propyl propane thiosulfonate,n/a,C11H16O5,228.099773622,M+NH4,+,246.133597,8
246.1315879,HMDB0153812,"2-(3,4-dihydroxy-3-methylbutyl)benzene-1,3,5-triol",n/a,C11H16O5,228.099773615,M+NH4,+,246.133597,8
246.1315879,HMDB0153819,"2-(1,3-dihydroxy-3-methylbutyl)benzene-1,3,5-triol",n/a,C11H16O5,228.099773615,M+NH4,+,246.133597,8
278.232402,HMDB0013317,Tridecanoylglycine,n/a,C15H29NO3,271.214743799,M+Li,+,278.230744,6
300.2169371,HMDB0062365,"(8R,10Z)-8-hydroxy-3-oxohexadeca-6,10-dienoic acid",n/a,C16H26O4,282.183109317,M+NH4,+,300.216932,0
300.2169371,HMDB0062366,"(6E,8S,10Z)-8-hydroxy-3-oxohexadecadienoic acid",n/a,C16H26O4,282.183109317,M+NH4,+,300.216932,0
300.2169371,HMDB0033630,Lactapiperanol C,n/a,C16H26O4,282.18310932,M+NH4,+,300.216932,0
300.2169371,HMDB0029846,Nonivamide,n/a,C17H27NO3,293.199093735,M+Li,+,300.215094,6
300.2169371,HMDB0036328,Nordihydrocapsaicin,C20216,C17H27NO3,293.199093735,M+Li,+,300.215094,6
300.2169371,HMDB0062110,Dodecyl trifluoroacetate,n/a,C14H25F3O2,282.180664534,M+NH4,+,300.214488,8
308.0952402,HMDB0185631,"6-[(3,4-dihydroxyphenyl)amino]-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C12H15NO8,301.079766447,M+Li,+,308.095766,2
308.0952402,HMDB0185629,"6-(5-amino-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C12H15NO8,301.079766447,M+Li,+,308.095766,2
308.0952402,HMDB0185630,"6-(4-amino-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",n/a,C12H15NO8,301.079766447,M+Li,+,308.095766,2
308.0952402,HMDB0061134,Dedimethylchlorpromazine,n/a,C15H15ClN2S,290.064446887,M+NH4,+,308.09827,10
308.0952402,HMDB0061160,Dedimethylchlorpromazine,n/a,C15H15ClN2S,290.064446887,M+NH4,+,308.09827,10
244.2267555,HMDB0062248,(9E)-tetradecenoic acid,n/a,C14H26O2,226.193280077,M+NH4,+,244.227103,1
244.2267555,HMDB0094671,cyclohexyl octanoate,n/a,C14H26O2,226.193280077,M+NH4,+,244.227103,1
244.2267555,HMDB0062243,cis-tetradec-7-enoic acid,n/a,C14H26O2,226.193280077,M+NH4,+,244.227103,1
244.2267555,HMDB0002000,Myristoleic acid,C08322,C14H26O2,226.193280076,M+NH4,+,244.227103,1
244.2267555,HMDB0005051,Tsuzuic acid,n/a,C14H26O2,226.193280076,M+NH4,+,244.227103,1
244.2267555,HMDB0010732,trans-Tetra-dec-2-enoic acid,n/a,C14H26O2,226.193280076,M+NH4,+,244.227103,1
244.2267555,HMDB0037633,xi-Tetrahydro-3-nonyl-2H-pyran-2-one,n/a,C14H26O2,226.193280076,M+NH4,+,244.227103,1
